Operation,Machine,Coach Variant,Start Time,End Time,Input,Output,Coach Variant Manufactured 
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 3,2021-07-29 08:48:00,2021-07-29 15:14:00,['Trough Sheets'],['Trough Sheets'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-29 08:10:00,2021-07-29 15:36:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],12
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-29 07:54:00,2021-07-29 15:45:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],12
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-29 16:00:00,2021-07-29 16:01:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],12
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 3,2021-07-29 11:17:00,2021-07-29 16:48:00,['Underframe frame work'],['Underframe frame work'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-29 15:51:00,2021-07-29 17:54:00,['Shell Assembly'],['Coach'],13
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-29 13:56:00,2021-07-29 18:24:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],13
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 3,2021-07-29 14:43:00,2021-07-29 20:06:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-29 13:56:00,2021-07-29 20:31:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],13
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 3,2021-07-29 15:29:00,2021-07-29 21:55:00,['Trough Sheets'],['Trough Sheets'],0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 3,2021-07-29 17:03:00,2021-07-29 22:34:00,['Underframe frame work'],['Underframe frame work'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-29 16:16:00,2021-07-29 23:42:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],13
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-29 16:00:00,2021-07-29 23:51:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],13
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-30 00:06:00,2021-07-30 00:07:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],13
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-29 20:46:00,2021-07-30 01:14:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],13
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 3,2021-07-29 20:21:00,2021-07-30 01:44:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-29 23:57:00,2021-07-30 02:00:00,['Shell Assembly'],['Coach'],14
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-29 20:46:00,2021-07-30 03:21:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],14
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 4,2021-07-29 22:49:00,2021-07-30 04:35:00,['Underframe frame work'],['Underframe frame work'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 3,2021-07-29 22:10:00,2021-07-30 04:36:00,['Trough Sheets'],['Trough Sheets'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 3,2021-07-30 01:59:00,2021-07-30 07:22:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-30 00:22:00,2021-07-30 07:48:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],14
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-30 00:06:00,2021-07-30 07:57:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],14
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-30 03:36:00,2021-07-30 08:04:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],14
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-30 08:12:00,2021-07-30 08:13:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],14
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-30 08:03:00,2021-07-30 10:06:00,['Shell Assembly'],['Coach'],15
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 4,2021-07-30 04:50:00,2021-07-30 10:36:00,['Underframe frame work'],['Underframe frame work'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 3,2021-07-30 03:36:00,2021-07-30 10:52:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 3,2021-07-30 04:51:00,2021-07-30 11:17:00,['Trough Sheets'],['Trough Sheets'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 3,2021-07-30 07:37:00,2021-07-30 13:00:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 3,2021-07-30 11:07:00,2021-07-30 15:15:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-30 08:28:00,2021-07-30 15:54:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],15
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-30 08:12:00,2021-07-30 16:03:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],15
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-30 16:18:00,2021-07-30 16:19:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],15
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 4,2021-07-30 10:51:00,2021-07-30 16:37:00,['Underframe frame work'],['Underframe frame work'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 3,2021-07-30 11:32:00,2021-07-30 17:58:00,['Trough Sheets'],['Trough Sheets'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-30 16:09:00,2021-07-30 18:12:00,['Shell Assembly'],['Coach'],16
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 3,2021-07-30 11:07:00,2021-07-30 18:23:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 3,2021-07-30 13:15:00,2021-07-30 18:38:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 4,2021-07-30 16:52:00,2021-07-30 22:38:00,['Underframe frame work'],['Underframe frame work'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 3,2021-07-30 18:38:00,2021-07-30 22:46:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-30 16:34:00,2021-07-31 00:00:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],16
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-30 16:18:00,2021-07-31 00:09:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],16
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 3,2021-07-30 18:53:00,2021-07-31 00:16:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-31 00:24:00,2021-07-31 00:25:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],16
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 4,2021-07-30 18:13:00,2021-07-31 01:50:00,['Trough Sheets'],['Trough Sheets'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 3,2021-07-30 18:38:00,2021-07-31 01:54:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-31 00:15:00,2021-07-31 02:18:00,['Shell Assembly'],['Coach'],17
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 3,2021-07-31 00:31:00,2021-07-31 05:54:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 3,2021-07-31 02:09:00,2021-07-31 06:17:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-31 00:40:00,2021-07-31 08:06:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],17
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-31 00:24:00,2021-07-31 08:15:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],17
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-31 08:30:00,2021-07-31 08:31:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],17
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 3,2021-07-31 02:09:00,2021-07-31 09:25:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 4,2021-07-31 02:05:00,2021-07-31 09:42:00,['Trough Sheets'],['Trough Sheets'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-31 08:21:00,2021-07-31 10:24:00,['Shell Assembly'],['Coach'],18
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 4,2021-07-31 06:09:00,2021-07-31 12:43:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 3,2021-07-31 09:40:00,2021-07-31 13:48:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-31 08:46:00,2021-07-31 16:12:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],18
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-31 08:30:00,2021-07-31 16:21:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],18
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-31 16:36:00,2021-07-31 16:37:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],18
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 3,2021-07-31 09:40:00,2021-07-31 16:56:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 4,2021-07-31 09:57:00,2021-07-31 17:34:00,['Trough Sheets'],['Trough Sheets'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-31 16:27:00,2021-07-31 18:30:00,['Shell Assembly'],['Coach'],19
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 4,2021-07-31 12:58:00,2021-07-31 19:32:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 3,2021-07-31 17:11:00,2021-07-31 21:19:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 3,2021-07-31 16:36:00,2021-07-31 23:47:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 3,2021-08-01 00:02:00,2021-08-01 00:03:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-31 16:52:00,2021-08-01 00:18:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],19
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 3,2021-07-31 17:11:00,2021-08-01 00:27:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 4,2021-07-31 17:49:00,2021-08-01 01:26:00,['Trough Sheets'],['Trough Sheets'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 4,2021-07-31 19:47:00,2021-08-01 02:21:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-08-01 00:33:00,2021-08-01 02:36:00,['Shell Assembly'],['Coach'],20
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 3,2021-08-01 00:42:00,2021-08-01 04:50:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 3,2021-08-01 00:33:00,2021-08-01 07:12:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],0
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 3,2021-08-01 00:02:00,2021-08-01 07:13:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 3,2021-08-01 07:28:00,2021-08-01 07:29:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 3,2021-08-01 00:42:00,2021-08-01 07:58:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 4,2021-08-01 02:36:00,2021-08-01 09:10:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 3,2021-08-01 07:27:00,2021-08-01 09:20:00,['Shell Assembly'],['Coach'],1
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 3,2021-08-01 08:13:00,2021-08-01 12:21:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],1
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 3,2021-08-01 07:44:00,2021-08-01 14:23:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],1
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 3,2021-08-01 07:28:00,2021-08-01 14:39:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],1
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 3,2021-08-01 14:54:00,2021-08-01 14:55:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],1
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 3,2021-08-01 08:13:00,2021-08-01 15:29:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],1
Stage-II Final Repair & Leakage testing,SH0120,Variant 3,2021-08-01 14:38:00,2021-08-01 16:31:00,['Shell Assembly'],['Coach'],2
